Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Instrument	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Sample_Prefix	SRA Study	create_date	version
SRR5098373	AMPLICON	600	12752400	PRJNA356769	SAMN06126617	Metagenome or environmental	6829474	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,ncbi,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415159	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159207311_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159207311_3_ITS2	159207311_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098374	AMPLICON	600	4656600	PRJNA356769	SAMN06126825	Metagenome or environmental	2557111	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415160	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	257905678_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	257905678_1_ITS2	257905678_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098375	AMPLICON	600	18538200	PRJNA356769	SAMN06126696	Metagenome or environmental	9269199	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415161	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160218816_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160218816_2_ITS2	160218816_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098376	AMPLICON	600	10103400	PRJNA356769	SAMN06126816	Metagenome or environmental	4873748	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415162	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	211857324_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	211857324_2_ITS2	211857324_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098377	AMPLICON	600	23283000	PRJNA356769	SAMN06126588	Metagenome or environmental	12611331	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415163	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158802708_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158802708_3_ITS2	158802708_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098378	AMPLICON	600	19956000	PRJNA356769	SAMN06126561	Metagenome or environmental	9799947	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415164	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158276726_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158276726_2_ITS2	158276726_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098379	AMPLICON	600	8142600	PRJNA356769	SAMN06126697	Metagenome or environmental	3324938	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415165	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160239046_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160239046_1_ITS2	160239046_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098380	AMPLICON	600	271200	PRJNA356769	SAMN06126786	Metagenome or environmental	219685	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415166	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161311242_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161311242_2_ITS2	161311242_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098382	AMPLICON	600	1951800	PRJNA356769	SAMN06126602	Metagenome or environmental	1048936	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415168	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158984779_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158984779_1_ITS2	158984779_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098383	AMPLICON	600	1197600	PRJNA356769	SAMN06126614	Metagenome or environmental	645819	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,fastq,run.zq"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415169	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159207311_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159207311_1_ITS2	159207311_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098384	AMPLICON	600	47865600	PRJNA356769	SAMN06126887	Metagenome or environmental	24249378	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,ncbi,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415170	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	638754422_3_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	638754422_3_ITS2	638754422_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098385	AMPLICON	600	18463200	PRJNA356769	SAMN06126646	Metagenome or environmental	9660415	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"gs,s3,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415171	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159510762_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159510762_1_ITS2	159510762_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098386	AMPLICON	600	9031800	PRJNA356769	SAMN06126667	Metagenome or environmental	4863245	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"ncbi,gs,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415172	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159753524_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159753524_1_ITS2	159753524_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098387	AMPLICON	545	5548100	PRJNA356769	SAMN06126839	Metagenome or environmental	2708370	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415173	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	368533040_1_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	368533040_1_18S	368533040_1_18S	SRP094940	2016-12-12T10:06:00Z	1
SRR5098388	AMPLICON	600	32995800	PRJNA356769	SAMN06126851	Metagenome or environmental	16341708	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415174	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	432193348_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	432193348_1_ITS2	432193348_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098389	AMPLICON	600	29118600	PRJNA356769	SAMN06126721	Metagenome or environmental	14471322	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415175	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160481808_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160481808_1_ITS2	160481808_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098390	AMPLICON	600	53029800	PRJNA356769	SAMN06126666	Metagenome or environmental	28249883	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"s3,ncbi,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415176	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159733294_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159733294_3_ITS2	159733294_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098392	AMPLICON	600	17190000	PRJNA356769	SAMN06126880	Metagenome or environmental	9238152	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,s3,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415178	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	604812005_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	604812005_2_ITS2	604812005_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098393	AMPLICON	600	17950800	PRJNA356769	SAMN06126877	Metagenome or environmental	9080339	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415179	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	596951878_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	596951878_2_ITS2	596951878_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098394	AMPLICON	600	63450600	PRJNA356769	SAMN06126695	Metagenome or environmental	31362376	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,s3,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415180	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160218816_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160218816_1_ITS2	160218816_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098395	AMPLICON	600	12306000	PRJNA356769	SAMN06126750	Metagenome or environmental	6638748	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415181	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160845950_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160845950_1_ITS2	160845950_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098396	AMPLICON	600	18274200	PRJNA356769	SAMN06126844	Metagenome or environmental	8933392	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"gs,ncbi,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415182	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	370425937_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	370425937_1_ITS2	370425937_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098397	AMPLICON	600	19904400	PRJNA356769	SAMN06126672	Metagenome or environmental	8456870	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415183	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159814214_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159814214_2_ITS2	159814214_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098398	AMPLICON	600	102820800	PRJNA356769	SAMN06126811	Metagenome or environmental	52298878	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,ncbi,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415184	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	165795303_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	165795303_1_ITS2	165795303_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098399	AMPLICON	545	239800	PRJNA356769	SAMN06126762	Metagenome or environmental	191148	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415185	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160947100_1_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160947100_1_18S	160947100_1_18S	SRP094940	2016-12-12T10:06:00Z	1
SRR5098400	AMPLICON	600	17622600	PRJNA356769	SAMN06126819	Metagenome or environmental	8806439	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415186	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	218370768_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	218370768_2_ITS2	218370768_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098401	AMPLICON	600	76060800	PRJNA356769	SAMN06126923	Metagenome or environmental	40833033	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415187	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	866653606_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	866653606_2_ITS2	866653606_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098402	AMPLICON	600	7131600	PRJNA356769	SAMN06126556	Metagenome or environmental	3690946	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415188	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158236265_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158236265_1_ITS2	158236265_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098403	AMPLICON	600	51555600	PRJNA356769	SAMN06126925	Metagenome or environmental	27372750	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415189	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	866653606_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	866653606_3_ITS2	866653606_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098404	AMPLICON	500	12955500	PRJNA356769	SAMN06126544	Metagenome or environmental	6147475	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415190	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	157953044_1_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	157953044_1_ITS2	157953044_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098405	AMPLICON	545	14680665	PRJNA356769	SAMN06126914	Metagenome or environmental	6888815	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415191	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	838529239_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	838529239_2_18S	838529239_2_18S	SRP094940	2016-12-12T10:06:00Z	1
SRR5098406	AMPLICON	600	38011200	PRJNA356769	SAMN06126939	Metagenome or environmental	20720993	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"s3,ncbi,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415192	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	937495960_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	937495960_3_ITS2	937495960_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098407	AMPLICON	600	1984800	PRJNA356769	SAMN06126785	Metagenome or environmental	1114855	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415193	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161311242_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161311242_1_ITS2	161311242_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098408	AMPLICON	600	2437200	PRJNA356769	SAMN06126567	Metagenome or environmental	1183163	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415194	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158357646_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158357646_2_ITS2	158357646_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098409	AMPLICON	600	164618400	PRJNA356769	SAMN06126802	Metagenome or environmental	85447627	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415195	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161473083_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161473083_1_ITS2	161473083_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098410	AMPLICON	600	11465400	PRJNA356769	SAMN06126656	Metagenome or environmental	5718419	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415196	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159611913_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159611913_1_ITS2	159611913_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098411	AMPLICON	600	12883800	PRJNA356769	SAMN06126630	Metagenome or environmental	6552976	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415197	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159308461_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159308461_1_ITS2	159308461_1_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098412	AMPLICON	545	10509235	PRJNA356769	SAMN06126837	Metagenome or environmental	5046111	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"ncbi,gs,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415198	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	336497421_3_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	336497421_3_18S	336497421_3_18S	SRP094940	2016-12-12T10:06:00Z	1
SRR5098413	AMPLICON	600	64417800	PRJNA356769	SAMN06126875	Metagenome or environmental	33887679	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415199	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	536137189_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	536137189_3_ITS2	536137189_3_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098414	AMPLICON	545	21234290	PRJNA356769	SAMN06126799	Metagenome or environmental	10232745	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"ncbi,gs,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415200	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161412393_3_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161412393_3_18S	161412393_3_18S	SRP094940	2016-12-12T10:06:00Z	1
SRR5098415	AMPLICON	600	6702000	PRJNA356769	SAMN06126616	Metagenome or environmental	3569688	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415201	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159207311_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159207311_2_ITS2	159207311_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
SRR5098416	AMPLICON	600	2992200	PRJNA356769	SAMN06126681	Metagenome or environmental	1657233	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415202	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160056975_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160056975_2_ITS2	160056975_2_ITS2	SRP094940	2016-12-12T10:06:00Z	1
